,0
4974,如題去年跟今年送的東西都是化妝品老實說對男生用處不大尤其是單身狗希望狄卡明年辦活動的話能不能至少送一顆的隨身碟啊這樣至少單身狗去到現場覺得尷尬還是能有一顆隨身碟撫慰寂寞的心當然啊希望轉蛋活動最大獎是或是的而且不只男生用的到女生也能用啊
4975,拿到藍色袋子的第一瞬間我就跟男友說聽說這個衛生棉很好用欸男友曰都送你反正我不用我正值生理期第二天的孩子當然回家馬上試用啊一拿出來嗯包裝滿美的啦結果一撕還撕不開最後被我搞成這樣了一打開就是淡淡涼涼的草本味個人滿喜歡的嘿嘿一用下去不得了超級涼的我還整個嚇到個人覺得很適合夏天容易悶熱有味道的女子還有這種像我睡覺很愛翻滾的公分夜用絕對夠你用
4976,太傻眼了吧其實應該說連用都沒用過一拿出來就變這樣了抖音的雨傘要送應該也要有一定的品質吧只能送他進回收了
4977,有人知道去年的限量杯的圖案並分享照片給我看嗎
4978,去了活動現場那是我第一次一個人出遠門從台中到台北到了現場每個活動都是一個人玩朋友情侶都一堆我就沒朋友單身狗所以那時候我很不喜歡現場的氣氛還有一堆人直視著我感覺好像就在取笑我沒朋友沒情侶或著是說我很醜之類的
4979,參加完下午場排了好久的隊換到七枚代幣扭到一瓶卸妝水其他都是冷知識原本覺得自己很衰回到家才知道原來冷知識也能換獎品原來是自己傻啊有人和我一樣嗎
4980,以下個人心得勿戰謝謝原本預約了的早鳥因為臨時有事下午去現場排隊拿了號我們大概進去的有點不懂先拿號碼牌去帳篷蓋手章入口工作人員再用紅筆做記號才能進去的用意是什麼不能簡化成一個步驟嗎進到裡面人不算多但贈品很多都發完了只給一枚代幣例如感覺工作人員也不太主動招呼不過出來的時候又送了一個試管糖果總共拿到個糖果出來後次扭蛋只拿到一些小試用包根本沒看到發放什麼兌換券或紋身貼紙氣球那些問工作人員也都不清不楚藍袋子無緣整體來說我和男友都覺得蠻失望的裡面攤位不有趣外面工作人員態度差活動流程和規則改來改去優點的話就是可以在網路上看現在叫號還有的調酒師很認真很帥點時間一到蠻準時的清場但還是有看到一些工作人員的朋友進去拍照甚至外國人也從出口走進去逛出入口的掌控可能要再加強感受的到團隊的用心希望明年能辦的更好大家都辛苦了
4981,我也參加了這次的午夜實驗室也玩得很開心謝謝辛苦的工作人員們不過在我們收穫滿滿的同時那些小小可愛的瓶瓶罐罐試用品們也造成了地球很大的負擔希望主辦能注意一下有關環保的議題雖然我知道請廠商送大罐的東西很不可能但是那些小瓶子真的造成環境很大的負擔啊啊啊啊拜託大家集思廣益一下我很希望還有這種活動但是希望能在更對環境友善一些謝謝大家
4982,辛苦各個攤位的主持人雖然一個人體驗挺寂寞的揮淚
4983,相信大家都極度的想要藍色袋子今天一天下來我拿到個朋友個後來我自己送一個出去朋友也送一個出去就這樣何等好運的一天啊
4984,戰利品很可惜沒有抽到藍色袋袋昨天大家反應都不是很好今天本來想說就不去了後來真的很喜歡就過去了不過第二天在管控人數跟藍色袋袋上面就真的很用心都先告知工作人員也都很漂亮很有禮貌而且這次午夜實驗室比起去年的草地遊樂場參與度上真的比較好幾乎都會玩的到去年人數都沒什麼控管沒玩到幾個就被清場了今年有早鳥這點很不錯還分內外場工作人員真的很辛苦而且今年很多像電流或扭蛋的元素讓我感到十分特別這些真的很用心另外抽卡真的就是邊緣人超尷尬還是情侶去最適合剛好玩一玩美妝品送女朋友無聊的時候工作人員都會陪你聊天每個工作人員都真的很親切不過可惜沒聊幾句就要趕回去台中上課最後藍色袋袋的部分我去問了工作人員因為當時為了要讓人數不要在裡面那麼多所以才用禮物卷換藍色袋袋讓人出來然後因為第一天抽卡實驗室人太少變成後來才有機會拿到藍色袋袋不過也因為有機會拿到藍色袋袋所以第二天抽卡真的排超長的最後很謝謝辦很棒的活動午夜實驗室真的如果網美去超適合然後抽卡跟排隊跟我聊天的同學可以來認我
4985,昨天大家文搶翻天吵翻天的藍色袋子很高興能在第二天拿到但回到家到出來一看恩我是不是該打開美妝版學一下所以該怎麼處理啊啊啊可惡好想要紙膠帶
4986,花四枚代幣抽到的小藍袋內容物如下扇子防塵口罩草本抑菌衛生棉蘇菲娜透美顏混合肌適用飽水控油雙效化妝水保濕修護化妝水清透蜜粉餅明亮色卡翠絲魅光豔色指甲油蘇菲娜透美顏混合肌適用飽水控油雙效日間防護乳蘇菲娜透美顏混合肌適用飽水控油雙效水凝乳液倫敦芮魅超完美吻肌保濕粉底液亮膚色蘇菲娜控油瓷效妝前隔離乳隨意帥性輕髮蠟艾森絲歐若拉光感唇膏另外還有附有兩張就沒拍了最後附上說多不多說少不少的戰利品全部
4987,今天沒有抽到藍袋子但看到電流實驗室的工作人員真的好帥小魯妹一個春心蕩漾但又裝矜持不敢衝去要只敢上來講講
4988,由於上星期剛好有空就順手搶了早鳥票原本是搶了場次的票不過我因為個人原因大概在分左右才到詢問了工作人員後他們幫我安排了時間入場在此感謝報到處的工作人員幫忙進去之後發現人還真不少不過今年的動線和人數控管方面比去年好今天在裡面待了小時多並沒有感到擁擠和悶熱的感覺但活動內容就稍微沒有那麼新奇的感覺大部份都是拍照打卡這種的或是參加遊戲給代幣裡面我比較喜歡的應該是的攤位吧因為工作人員都很漂亮而且也只要回答問題就有贈品然後我剛好腦袋打結回答不粗乃被裡面的漂亮姊姊嗆雨傘和抗痘的保養品雨傘是攤位旁打卡送的話說今天很懶就大部分的攤位去個一次有些沒去其實也只拿了五枚代幣而已看到別人拿好多都要跪了後來因為很想上廁所就走出去了然後就帶著代幣去轉扭蛋原本以為早鳥是可以直接領藍色袋子的後來發現要轉扭蛋有點小失望看著手中的五枚也沒很期待隨便找了幾個順眼的機台然後就的不小心人品爆發中了小藍袋和兩瓶潤髮乳幹超重袋子裡面給的東西還滿多的稍微介紹一下夾扇子和沒用的傳單精華液面膜口罩組分別是隔離霜化妝水卸妝露折價券和沒用的說明書髮蠟保養品上面的是兩種不同的乳液左下是化妝水右下是隔離霜一定有人覺得奇怪我幹嘛放兩張原本我是要這麼介紹的分別是化妝水乳液隔離霜和一罐單身的乳液結果在旁邊的瓶瓶罐罐又發現一罐一樣的乳液表示你才單身幹粉餅唇膏指甲油化妝水粉底液潤色霜衛生棉幹這個對單身狗超不友善內容物就這些了給的滿有誠意的除了衛生棉稍微整理一下這次參加活動的優缺點好了優點人數控管很好裡面不會擁擠空調良好不會讓人感到悶熱窒息可能跟第一點有關攤位擺放良好動線分明裡面會看到很多的排隊隊伍但我並沒有因此而無法穿梭走動這應該也和第一點有關特調飲料很好喝看調酒師調配時很療癒的姊姊們很漂亮缺點最大的是獎品數量沒有控管好吧好像還滿多人對此感到失望外面的攤位擺放位置有點差我記得去年的服務台是在入口旁邊最後感謝全體工作人員的辛勞希望之後的活動能越來越好
4989,如題為了這個冷知識而去的但和朋友們加起來枚代幣都沒轉到爬文看大家分享的紙條也沒有有人可以告訴我嗎
4990,先給大家看看這個讓大家朝思暮想的藍色袋子基本上很像帶去海灘那種提袋縮小版這是裡面的東西全覽但有些我送給我朋友了再來開箱幾個比較讓人驚豔的東西其實我是為了他才來這個活動的因為皮膚敏感的關係最近很喜歡用粉餅類上妝期待使用之後的真實心得說到敏感肌袋子裡面有這個我好驚訝喔我記得這個很貴的說我要好好珍惜的用再來再來就是這個衛生棉了以我平常的量不算多的用途下大概是我第三天用的量我第一二天都是用公分的然後我不會覺得有悶悶黏黏的感覺接觸皮膚也沒有什麼刺刺的感覺覺得大家可以去用看看我記得官方好像有折價卷的樣子其實對這衛生棉還是抱持感恩的心畢竟他解救了突然來臨的姨媽讓我不用千里尋棉以上就是簡單開箱下臺一鞠躬
4991,別因為短暫的別離而難過因為這輩子我是註定逃不出你的手掌心了大家好我是閃光不是你的閃光是午夜實驗室的偉大科學家閃光這兩天小閃光們玩得還開心嗎閃光我今天一樣在展場人群中彈來彈去穿梭看到了好多閃光也被大家的笑容電的不要不要的快來看看閃光蒐集到的笑容吧午夜實驗室總回顧入鏡的小閃光們留言告訴閃光你在哪兩天下來配對成功機率超高的抽卡實驗室裝置超多造就超多網美網帥的快門實驗室有著滿滿甜滋滋糖果和夢幻棉花糖氣泡飲的繽紛實驗室激起超多花火超熱門排隊區域電流實驗室藏有好多午夜實驗室秘密與小驚喜的扭蛋機有好多特殊相印邊框的印照區嗚嗚每一區都有好多閃光與小閃光們的回憶雖然活動期只有短短的兩天但閃光我還有所有輔佐我的的工作團隊真的真的都盡了十三萬分的心力在準備嗚嗚喔為什麼是十三萬嗎因為因為是要準備給小閃光們的呀人家更認真點準備本來就是超正常的嘛扭動希望所有的小閃光們在我的午夜實驗室裡都能擦出不一般的閃光並帶回專屬於你和我的美好回憶閃光我好想將這兩天的回憶風乾老的時候下酒痾你們喝酒嘛什麼才不呢閃光我才不文青呢哼甚麼我才沒有哭呢眼淚在淚眶中打轉沒有掉下來就不算哭但以後沒有小閃光們給我撩我會很寂寞的相信小閃光們也會想我的吧說你會很好我相信大家都會的大家再會我是閃光不是你的閃光是午夜實驗室的偉大科學家閃光
4992,我才拿回家發現破了不用到出門出去玩有人也是這樣嗎我就是為了他搭高鐵去的
4993,以下是個人與閃光參觀心得主觀心得不要鞭我進場時間早鳥雙人出場時間左右場次要才可以報到於是在公園晃晃吃香腸後來看到工作人員舉牌趕緊去排隊排隊的時候就開始發扇子的時候才放我們入場很感謝有位女孩兒在前面說明提醒提醒早鳥的人務必記得去兌換飲料提袋好不容易入場以後人山人海在面前阿又要排隊第一關電流還好有帶閃光去這根本在排擠自己一個人去的難怪大家都說排擠邊緣人果然是真的排大概十五分鐘吧順利通過得到代幣人第二關台新刮刮樂用手機掃描填資料就可以刮刮樂但我們只換到台新夾有看到桌上有夾跟調酒但調酒師不在當時工作人員表示就只有這個後來過半小時看到一堆人都換到調酒或是便利貼我跟閃光都比較想要調酒哀再去問一次工作人員說你換了夾就不能改那是當時的禮物感覺不太好早知道就晚點再去排我渴死了第三關便利貼在便利貼上寫願望拍照打卡就可以換一組便利貼很簡單就達成第四關換糖果直接過去蓋手章就可以換糖果看起來很美還沒打開來吃第五關直播唱歌必須下載直播上台唱一首歌才有代幣我選擇唱五月天的歌結果上台的時候好像有幫我調成女反而音太高唱不上去尷尬到爆炸所幸得到兩個代幣我一人閃光怕尷尬不想唱就沒有上台第六關這兩個好像是同一關說要先排才可以去這邊動線超級亂的大家都亂排最後工作人員才指引必須下載軟體然後拍照上傳才可以參加兩次夾扭蛋爪子看起來很好夾結果我跟閃光都沒夾到則是要加入好友聊天對話選一個數字就會出現問題我的問題是指出展場中的補充包在哪閃光的問題是這關的品牌名稱是什麼閃光的問題也太簡單了吧達成之後得到抗痘精華哈哈然後再去排隊上傳得到雨傘個人覺得這個超高第七關球池這關其實沒幹嘛就是拍照而已也不能換啥東西燈光美氣氛佳工作人員協助拍照很棒一直想要去排抽卡那關排了半小時直接放棄人超多加上肚子餓想尿尿很口渴直接找出口去換禮物了禮物就是杯套還有面膜兩個可以合起來變一個圖案這應該就是午夜實驗室的秘密之一出口有電腦展示介紹聽完填問卷就可以得到代幣個人最後我跟閃光賺到個代幣電流唱歌電腦剩下兩個哪來的忘記了好像是台新那時候先拍枚代幣第一次轉扭蛋轉完以後才發現電腦那邊還可以再換個代幣所以總共個代幣轉扭蛋一開始很傻眼轉到的扭蛋是空的還以為沒東西差點丟掉不死心拿去問工作人員結果可以換東西很開心抽到理膚寶水閃光則抽到潤髮乳反而是裡面有紙的才沒東西哩抽到這一堆紙冷知識真的很用心雖然我沒有抽到藍色袋子超悲劇總結一張戰利品好累阿近三個小時都在排隊還沒有排到抽卡那關可惜規定出去就不能進來我想尿尿口渴但我還想玩嗚嗚的照片最後在室外可以印出來很懷念拍貼機年代一人可以印兩張我跟閃光印四張很感謝左邊男生工作人員協助影印最後很感謝辛苦舉辦這是免費的活動所以不能棄嫌什麼痾以上都棄嫌完了工作人員很辛苦有感受到用心
4994,第一次參加活動啊啊啊啊說第一次可能讓人有點難以置信高中以後家裡才比較放鬆對我的管制至少是我有記憶以來的第一次小的時候有上台北過被同學約去活動的時候我一直在糾結點場的我們要起來準備等的車對於我來說早起真的很想死沒睡飽的低氣壓芒果氣泡水化學味跟藍莓氣泡水有點酒味不過是釀水果發酵的味道比較喜歡這個裡面的工作人員人敲好我們死皮賴臉的要跟姐姐合照幸虧她沒有把我們轟出去姐姐人很漂亮噢噢噢噢噢噢球池一整個超尷尬旁邊排抽卡後面還有人哇塞我一整個尷尬癌爆發超尬超僵我們兩個超幸運先後抽中超扯分享一下戰利品袋子裡的東西其他攤位搜刮的總結代幣抽中的同學一個神抽張都中我張兩張共估三個紙膠帶四個同一個機台的修護精華死不信邪結果同一台都抽到一樣的東西小秘密拿著相機的小編真的好正
4995,大家來拍拍你們拿到什麼我是這樣
4996,今天跟同學瘋狂拿代幣總共拿了個然後看板上很多人說出口有時候會發兌換券可能是藍袋後來發現今天好像都不是藍袋了小難過但是我們還是拿著枚代幣衝向扭蛋區尋找希望結果因為我們代幣是一人一半去扭這是我自己扭到的部分雖然沒拿到藍袋但有眼線跟卸妝油我就滿足了
4997,誒誒大家有發現嗎午夜實驗室的杯子會反射吸管耶剛剛喝一半看到裡面有兩支吸管愣了一下轉一轉吸管看著兩支繞同心圓超療癒的如果有經過的話可以考慮看看
4998,在午夜實驗室拍了那麼多張照片除了發在上如果可以現場直接印出來感覺一定超棒現場就有提供免費的印照服務哦來來來步驟如下閃光教就教小閃光們怎麼使用印照機上圖為超可愛小閃光走到戶外印照區找到這塊招牌將照片在自己的帳號記得設公開喔並加上按照現場說明點選印照機並列印美美照片就出爐啦恭喜老爺賀喜夫人但切記每個人印照都是有額度的哦依照現場工作人員說明為主祝各位小閃光們印照愉快
4999,沒拿到藍色小袋子絕望之餘在戶外有寫小紙條的活動寫了一些對未來的期許及祝福的話換來的卻是沒關係朋友我也是
5000,反正我想我唯一想聚焦的美也只有你了大家好我是閃光不是你的閃光是午夜實驗室的偉大科學家閃光說到這次午夜實驗室的重點當然是閃光我啦啦啦啦喔好啦我知道不是除了遊戲裝置外這次閃光還替小閃光們準備了超多超網美的拍照打卡裝置喔嗚天呀我的小閃光們千萬不要錯過在戶外的雜誌拍照區快進雜誌封面拍攝現場擺出你最伸展台的吧今年的藍白球池也和去年一樣超受歡迎閃光喜歡熱鬧小閃光們快來球池和象徵我的背板拍照吧現場也有人帶家人一起同樂呢最後是閃光我最喜歡的站在實驗室裝置中來體驗當科學家的一天現場還有好多錐形瓶試管還有背板讓大家拍照閃光我已經拍到手機沒電了小閃光們快快跟上時間今天就是今天上午點晚上點地點華山文創園區紅磚西館大草皮對面現場還是可以排隊免費入場喔
5001,軟綿綿的是我向著你的心甜滋滋的是我想與你共有的生活大家好我是閃光不是你的閃光是午夜實驗室的偉大科學家閃光喔天呀小閃光你說你肚子餓了嗎不怕不怕小短片帶你探索美食特區繽紛實驗室天呀是不是大家看到這麼繽紛的糖果都會忍不住想要每一款都吃吃看呢別猶豫了全都拿去吧閃光我是絕對不會心疼的插在氣泡飲上的棉花糖入口即化甜而不膩就像是掛在小閃光臉上的笑容一樣哎呀閃光怎麼又開始撩人了但但這是真的呀這個笑容真的是比棉花糖還甜呀閃光我已融化大家再見午夜實驗室不是只有一堆化學器材好吧其實也真的是一堆器材沒錯但閃光就是想著小閃光逛著逛著就會餓了所以特地建造了繽紛實驗室要讓小閃光嚐嚐閃光用秘密成份調配成的飲料甜食回歸正題吧總之玩樂之餘小閃光也別忘記到這個夢幻的小角落填飽肚子小閃光們千萬要把握來玩的時間呀活動為期兩天沒搶到早鳥票的小閃光現場還是可以排隊入場呦時間第一天下午點晚上點第二天上午點晚上點地點華山文創園區紅磚西館大草皮對面想知道更多資訊記得追蹤閃光和訂閱午夜實驗室看板
5002,昨天午夜實驗室熱騰騰的卡友穿搭直擊已經出爐啦說不定你昨天就和他她擦身而過卻沒想到他她竟然是穿搭潮人偷偷在這裡送上苡綾吃貨愛時尚就知道來參加的卡友多深藏不露趕快去穿搭板瞧瞧吧文章連結記得追蹤穿搭小天使今晚也請準時鎖定午夜實驗室現場穿搭直擊
5003,很多小閃光在問活動有送閃光嗎還是要自己帶嘿嘿原來大家都這麼想要閃光啊很簡單以下幾個步驟教大家閃光的方式加快腳步把握機會前往午夜實驗室進入現場找到電流實驗室來場電流急急棒吧重點來囉這時候命運就握在你手中只要對面的男孩女孩是你的菜務必在雙方手中命運棒交會之時深情望著對方說我被你電到了加個吧這對話可以自由發揮歡迎各位撩妹達人神回覆更好的語錄好嚕本閃光今天就教學到此剩下的就看各位閃光的造化囉時間第一天下午點晚上點第二天上午點晚上點地點華山文創園區紅磚西館大草皮對面想知道更多資訊記得追蹤閃光和訂閱午夜實驗室看板閃光跟你在午夜實驗室不見不散
5004,看到昨天慘況還想說我是早上十點場次應該沒問題結果出場前跑去出口問工作人員藍色提袋怎麼領她說只有抽卡實驗室或是外面扭蛋才有機會嗚嗚嗚抽卡只抽到閃光杯扭蛋也沒有扭到扭蛋冷知識也被回收真的沒有禮物一個朝令夕改的概念去年玩得很開心也有認識新朋友但今年都是贊助商的廣告跟去年相比早鳥預約這個方式不錯可以透過這個知道準備的禮物量有可能是因為臨時延期人數會有所差異去年的闖關卡也不錯希望明年可以做到更好
5005,午夜實驗室最後一天沒有水的地方叫沙漠沒有你的地方叫寂寞大家好我是閃光不是你的閃光是午夜實驗室的偉大科學家閃光昨天沒來的小閃光今天再不來閃光我真的會很寂寞啦昨天閃光一整夜都沒睡好大家知道為什麼因為我滿腦都是小閃光們啊午夜實驗室倒數最後一天今天再不來下次就要等上深吸一口氣個小時分鐘秒啊啊啊啊時間第一天下午點晚上點第二天上午點晚上點地點華山文創園區紅磚西館大草皮對面想知道更多資訊記得追蹤閃光和訂閱午夜實驗室看板閃光跟你在午夜實驗室不見不散
5006,嗨昨天有去參加活動的各位我很好奇一件事就是抽卡實驗室是不是真的能交到朋友
5007,現在有號碼牌的閃光們全數開放入場啦感謝大家很踴躍參加活動今天的號碼牌停止發放了可以在外面逛逛攤位喔大家好我是閃光不是你的閃光是午夜實驗室的偉大科學家閃光午夜實驗室最後一天相信大家都已經見到第一天各式各樣的戰利品囉不過現在閃光要來教大家如何最有效率的戰利品滿載而歸呢第一限量藍色人氣限量超限量真的是限量第二天將藏在扭蛋機裡跟抽卡實驗室裡快點手刀衝去各個室內攤位闖任務拿代幣人人有機會拿到喔第二早鳥報名限定獎杯套出場後的早鳥們別忘了拿著你們的早鳥票到報到區兌換早鳥報名限定獎環保杯套喔第三人人有獎七彩元素糖果繽紛實驗室裡製作著人人都有一支的七彩元素糖果好甜不拿嗎第四紙膠帶兩種款式閃光與他的捧油們就藏在扭蛋機裡數量有限轉到才算好啦以上就是戰利品小攻略除了超澎湃的禮物還有很多好玩的攤位來來來再讓閃光介紹一次抽卡實驗室首日最熱攤快來這裡製造一段相遇吧配對成功後可以抽獎一次獎品有包閃光限定杯魅力噴霧電流實驗室就這樣觸電直到粉紅泡泡爆炸兩人闖關成功可以各自獲得一枚代幣限時動態在午夜實驗室的任何區域打開裡的限時動態上傳成功就可以到限時動態實驗室前兌換禮物喔球池跟著閃光一起跳進來吧看看你的照片是否有閃光出沒印照區現在立刻拍照上傳午夜實驗室把你的照片通通印出來吧繽紛實驗室這裡有最多的七彩元素糖只要入場就可以領取還有只要元的棉花糖氣泡飲這麼好康還不力馬手刀前往舞台活動每個整點都有精采的舞台互動以及神祕小驚喜喔扭蛋區東西太多了閃光不知道怎麼解釋啦扭就對了懂舞台活動每個整點都有精采的舞台互動以及神祕小驚喜喔還有還有各種客座教授攤位也都十分好玩哪小閃光快來玩哎呦我的媽媽咪阿哪有攻略拿摸長嗎沒錯午夜實驗室好康就是那麼多錯過今天你就要在懊悔天喔
5008,很多人在酸藍色袋子就是限量的一堆人在那吵拿不到要不要臉之類但今天的糾結點就是這個活動他分了好幾個場次提供給有填早鳥票的人但它的贈品數控制不良內部員工溝通不良現場員工消息不足等等導致填了晚場的人們這個所謂限量的袋子才都沒拿到照理來說如果你分了場次又是限量是不是應該是每個場次都限量而今天所造成的局面就是報名早鳥填了晚場的人都是白痴要酸也搞懂每個人的不爽點難道你有看到早場的人在說沒拿到嗎
5009,是不是免費讓你使用活動是不是免費自由參加是嘛那你在抱怨什麼你有能力成立公司你有能力辦活動免費讓大眾參加沒有嘛那你在罵什麼沒能力又愛抱怨你討厭這活動這活動更討厭你醜八怪
5010,昨天跟朋友在排唱歌的時候站在我們旁邊的女孩飲料灑了一地噴到我們身上還有在他附近的同學不知道是不是杯子問題啦在這之前也有看到別人打翻但我想說的是你打翻飲料噴到我們身上沒關係至少遞張衛生紙給我們沒遞給我們就算了連一句抱歉或對不起都沒有我們真的超傻眼
5011,看完版上的文後還是不太知道到底怎樣才能拿到藍色小袋子是一定要有早鳥才有嗎還是說現場排隊的有拿到兌換卷就可以領還有除了玩抽卡實驗室有機會拿到卷哪裡還可以拿到卷有聽說出口的地方有發拜託大家幫幫忙我很想拿到那個袋子
5012,有沒有已經去的人有購入環保飲料杯是進去就一定買得到嗎小的在這裡徵求加購價錢以及使用心得非常感謝
5013,一進去就有親切的姐姐告訴大家可以拿糖果然後很幸運地我有拿到藍色袋子簡單的圖案設計超喜歡的但是最遺憾的是為了我最想要的紙膠帶我們兩蒐集了個硬幣結果一個紙膠帶都沒有啊啊啊啊啊啊朋友很高興有一個月份的各種試用包明天場次的卡友們記得硬幣不要跟我一樣都投同一台皿附上今日戰利品就只差紙膠帶我要繼續滑狄卡了
5014,轉讓明天上午十點的票喔雙人的當初怕朋友的時間改因此多報名了
5015,有沒有人也是這個時間然後一個人的看了板上的一些文章發現一個人自己去好像真的蠻尷尬的嗚嗚邊緣人求互助
5016,我是之前開表單的主揪這次大家都是搶點早鳥票的進去人超級多抱歉沒照片因為很擠到處都要排隊我們只玩了電流實驗室少部分的人有玩抽卡抽卡其實很尷尬除非情侶啦我覺得我們大概快點出去的出去一共有兩個出口一個出去是草皮另一個出去是磚房的後面後面那邊才有人再發換小藍袋的卷杯套才是早鳥優惠小藍袋不是噢我有一個朋友他沒有早鳥票我們搶兩人也有拿到小藍袋所以小藍袋只要有拿到兌換卷都可以領哦然後我們一開始進去要找小藍袋問了很多個工作人員都給了我們不一樣的答案是真的有點雷所以明天為了小藍袋去的可以自己衡量一下噢整體來說是不差啦只是一直排隊很累然後直播唱歌很大聲講話很吃力裡面很擠優點就是有玩有吃還有贈品可以拿可以轉蛋認識一些本來不會接觸到的人也蠻特別的最後丟一張合照好了完
5017,被女友拖去看到裡面滿滿排隊人潮然後工作人員一問三不知一直說進了就不能出無限輪迴問到小藍袋遊戲規則問了好像沒問只說要有券然後接下來也不說清楚害大家滿臉問號感覺工作人員真的欲言又止然後明明看到贈品處還剩超多藍色提袋到底為什麼不能給我真的不懂女友說官方有說明是限量但翻來翻去一些官方文完全沒有解釋到底怎麼能夠拿到本來其實真的沒有很想要就只是單純想知道到底怎麼拿給大家一個公平的遊戲規則吧
5018,大家看到版上的文就知道不用期望藍袋子了吧而且我問了三次工作人員回答一樣官腔隨機發放的喔還一會把問題推給外面的贈品處贈品處又推給裡面的人員問題是我等了快三小時就是沒發然後展場小攤位少人數又爆多排一項體驗排半小時動線不佳問工作人員問題他也搞不清楚反正活動是讓我很失望雖然是免費的但我真的不想再去第二次了所以明天沒票想現場排的也不用去了啦浪費時間而已有票的就去碰運氣搶藍色袋袋然後直接出來吧與其浪費時間在裡面這樣還比較划算喔
5019,首圖片拍不好抱歉不分享不拍照不打卡拿的是以上這些東西宣傳單跟夾沒拍要有搶到早鳥票出口隨機發放的贈品卷兩者都有才能換藍袋子排現場的沒有因為沒有條碼刷這是我點出場時的狀況看完大家期盼的小藍袋再來看心得我就到了所以第一批進去時各攤位排隊算很快各個活動幾乎都是作推廣宣傳用需要拍拍拍上傳上傳上傳如果不習慣此模式可能不適合來代幣是各個關卡蒐集後去外面轉扭蛋也有送一些小贈品可以拿我一共扭了次朋友送的一樣外面的攤位也能拿代幣跟贈品我抖音攤位沒有夾到禮物是不是該學一下夾娃娃機還有抽到飲料雖然等超久但辛苦了我是覺得這個活動很有誠意但可能是越晚人數太多導致很多人沒拿到藍袋袋這是第一批的情況謝謝舉辦活動小細節都算流暢尤其是幫忙拍照的工作人員比心都很會拍希望下次活動辦得更好不會有那麼多罵聲我是覺得如果只有早鳥票才能拿應該先講或是要說有數量限制其實我也是莫名其妙聽到大聲公說要發卷聲音實在不大講很快聽不懂之類的才去問工作人員他跟我說要去後面排隊領卷出去拿袋子且出去後不能再進來
5020,晚上六點進華山午夜實驗室我們是衝著裝滿化妝品試用品的藍色袋子去的但是到了沒有拿到反而只能看工作人員台上放著的藍色袋子悲哀進去逛完後我們拿著近個代幣準備到扭蛋區開抽最後竟然拿到同數量的卸妝水想說用罐卸妝水換罐防曬噴霧可是工作人員也說不行喔
5021,今天和可愛的小夥伴一起來我們以為和一般扭蛋一樣扭一次至少需要枚為了紙膠帶蒐集了一堆代幣出來發現一次只要一枚所以沒錯我們得到了瓶理膚寶水結果一個紙膠帶都沒有哈哈哈嗯而且我們沒有拿到藍色小袋袋明明是早鳥的說
5022,小閃光們走路能不能小心點為什麼非要撞在我心上呢大家好我是閃光不是你的閃光是午夜實驗室的偉大科學家閃光今天小閃光們也太捧場啦閃光在人群中亂彈的時候被小閃光們撞到一顆心嫑嫑明天還有一場早上就開場囉不管是還沒來玩的小閃光還是今天已經來玩的小閃光明天閃光還是非常期待可以看到大家小閃光們看這是閃光今天記錄到的一些照片小閃光們看起來真的很興奮的在場內玩耍內最後就跟閃光一起來回顧今日的影片吧時間第一天下午點晚上點第二天上午點晚上點地點華山文創園區紅磚西館大草皮對面想知道更多資訊記得追蹤閃光和訂閱午夜實驗室看板閃光跟你在午夜實驗室不見不散
5023,今天第一天來還大老遠從礁溪回來但實在很想要袋子很喜歡所以忍痛還是去了排隊排到快二個小時看一堆人拿著我每個遊戲都玩了後來還是拿不到在這收我是認真很想要感恩
5024,來分享一下今天去拿到的東西我是有搶到早鳥票的場次是下午點下面是藍色提袋的內容物扭蛋扭到的試管糖果裡面拍照打卡送的抖音拍照打卡夾扭蛋夾到的不過我看很多人拿到的是漁夫帽飲料提袋不過要一直排隊好討厭第一次發文請多多指教
5025,騙人的活動贈品量不控制當晚上的人傻子浪費大家時間藍色袋子七早八早就沒了早鳥票填晚上都白痴嗎
5026,應該是因為清場的關係所以在進場約一個小時後工作人員用大聲公說大家可以到出口處拿袋子喔出口有人發放午夜小驚喜禮物卷而且出去之後就不能入場了工作人員有提到說是限量的內容物我覺得蠻大方的大多是贊助廠商的東西有衛生棉面膜扇子一堆化妝品試用包還有一些沒拍進來大家可以去拿喜翻
5027,我們選晚一點場次的都沒有拿到藍色袋子說有名額限制但其實明明還有說是要給明天的當初應該早點告知啊這樣我就會選早一點的場次啊覺得極度失望第一次參加到那麼悶的活動啊啊啊啊啊啊啊主辦單位是不是應該給我們一個合理交代
5028,懶人包台北贊助商產品銷售展從南投跑上來台北參加結果真的蠻失望才不是沒有藍色手提袋就失望呢誤裡面唯二兩個活動就是電流實驗室跟一個卡友的活動其他大概近個攤位都是贊助商介紹產品來說說這兩個活動如果情侶去的話當然就一起玩自己去就隨便前後找個人抽卡的部分就是兩個一組然後一個躲在門後妳已經知道對方是誰然後露個手或是一些身上的部位讓你猜哪個是你的小夥伴猜對了送一個廠商贈品電流實驗室就是電流急急棒一樣兩個一組大概秒通關結束一個代幣沒有那種可以認識新朋友的感覺所以自己去真的是蠻無趣的強烈建議帶朋友一起去補個對了辛辛苦苦排隊拿代幣出來除了廠商試用品之外還有一堆幹話小紙條呢真棒面膜防曬噴霧睫毛膏乳液什麼的然後我抽一大票送給坐在旁邊的人了最後感謝辛苦的工作人員
